320.43 109.88 185 30
-320.43 109.99 185 150
0 109.88 -370 270
185 329.62 320.43 60
-370 329.62 0 180
185 329.62 -320.43 300
-185 549.38 320.43 120
-185 549.38 -320.43 240
370 549.39 0 0
0 769.12 370 90
-320.43 769.12 -185 210
320.43 769.12 -185 330
